LONGITUDE,LATITUDE,ALT_GEOM,ALT_NORMAL,SIGMALT_RN,NUM_GEOPOTENCIAL,DATUM_ALT,FONT_ALT,GRAV_OBS
-44.56444444,-16.1275,,"777,6958","0,073","7.608,285",Imbituba,Nivelamento Geométrico,"978.201,78"
-44.58888889,-16.11833333,,"737,0984","0,073","7.211,159",Imbituba,Nivelamento Geométrico,"978.212,75"
-44.58833333,-16.115,,"748,3141","0,073","7.320,870",Imbituba,Nivelamento Geométrico,"978.210,42"
-44.6025985,-16.10493046,"721,397","733,8716","0,073","7.179,590",Imbituba,Nivelamento Geométrico,"978.214,13"
-44.62444444,-16.08583333,,"746,4427","0,073","7.302,554",Imbituba,Nivelamento Geométrico,"978.210,61"
-44.64916667,-16.0775,,"753,2278","0,073","7.368,922",Imbituba,Nivelamento Geométrico,"978.209,79"
-44.66861111,-16.06222222,,"729,1713","0,073","7.133,596",Imbituba,Nivelamento Geométrico,"978.212,08"
-44.68083333,-16.04194444,,"695,6330","0,073","6.805,515",Imbituba,Nivelamento Geométrico,"978.218,26"
-44.52611111,-16.29222222,,"697,7619","0,073","6.826,424",Imbituba,Nivelamento Geométrico,"978.222,22"
-44.50111111,-16.29805556,,"738,8070","0,073","7.227,937",Imbituba,Nivelamento Geométrico,"978.212,16"
-44.48111111,-16.30194444,,"753,3376","0,073","7.370,078",Imbituba,Nivelamento Geométrico,"978.205,87"
-44.5025,-16.16916667,,"785,7568","0,073","7.687,152",Imbituba,Nivelamento Geométrico,"978.199,20"
-44.45694444,-16.30388889,,"765,8049","0,073","7.492,034",Imbituba,Nivelamento Geométrico,"978.201,18"
-44.47694444,-16.18388889,,"747,2434","0,073","7.310,421",Imbituba,Nivelamento Geométrico,"978.204,94"
-44.43555556,-16.29444444,,"793,2510","0,073","7.760,508",Imbituba,Nivelamento Geométrico,"978.193,65"
-44.43444444,-16.26777778,,"779,0458","0,072","7.621,543",Imbituba,Nivelamento Geométrico,"978.195,51"
-44.45388889,-16.19916667,,"760,4497","0,072","7.439,611",Imbituba,Nivelamento Geométrico,"978.198,44"
-44.43361111,-16.24416667,,"791,6564","0,072","7.744,891",Imbituba,Nivelamento Geométrico,"978.192,74"
-44.4325,-16.22138889,,,,,,,"978.202,71"
-44.43305556,-16.21722222,,"728,4744","0,072","7.126,833",Imbituba,Nivelamento Geométrico,"978.205,19"
-44.4325,-16.20888889,,"728,3092","0,072","7.125,214",Imbituba,Nivelamento Geométrico,"978.205,35"
-44.42611111,-16.20027778,,"772,3959",,"7.556,468",Imbituba,Nivelamento Geométrico,"978.195,20"
-44.41083333,-16.22194444,,"742,8823","0,072","7.267,775",Imbituba,Nivelamento Geométrico,"978.201,02"
-44.38361111,-16.21722222,,"789,2745","0,072","7.721,581",Imbituba,Nivelamento Geométrico,"978.189,90"
-44.35277778,-16.22083333,,"899,6531","0,072","8.801,278",Imbituba,Nivelamento Geométrico,"978.163,25"
-44.32833333,-16.20194444,,"900,9290","0,072","8.813,751",Imbituba,Nivelamento Geométrico,"978.160,73"
-44.28555556,-16.20416667,,"903,7899","0,073","8.841,735",Imbituba,Nivelamento Geométrico,"978.160,78"
-44.28055556,-16.17388889,,"904,9888","0,072","8.853,449",Imbituba,Nivelamento Geométrico,"978.161,42"
-44.20944444,-16.20638889,,"837,1755","0,073","8.190,137",Imbituba,Nivelamento Geométrico,"978.178,43"
-44.21472222,-16.18388889,,"787,6040","0,073","7.705,228",Imbituba,Nivelamento Geométrico,"978.188,45"
-44.19444444,-16.22583333,,"821,4926","0,073","8.036,737",Imbituba,Nivelamento Geométrico,"978.183,04"
-44.1775,-16.24222222,,"863,6357","0,073","8.448,979",Imbituba,Nivelamento Geométrico,"978.174,21"
-44.16555556,-16.2575,,"812,6067","0,073","7.949,830",Imbituba,Nivelamento Geométrico,"978.186,61"
-44.16361111,-16.2625,,"799,3750","0,073","7.820,401",Imbituba,Nivelamento Geométrico,"978.189,50"
-44.15805556,-16.275,,"805,5992","0,074","7.881,290",Imbituba,Nivelamento Geométrico,"978.187,73"
-44.1477475,-16.29674021,"767,815","780,1126","0,074","7.631,990",Imbituba,Nivelamento Geométrico,"978.193,31"
-44.16027778,-16.24944444,,"834,2212","0,073","8.161,255",Imbituba,Nivelamento Geométrico,"978.181,66"
-44.06929722,-16.0695,,,,,,,"978.199,00"
-44.0232,-16.103,,,,,,,"978.209,95"
-43.90624444,-16.01406944,"651,140",,,,,,"978.210,79"
-43.87374444,-16.05546111,"692,170",,,,,,"978.202,35"
-43.85402222,-16.09962778,"575,030",,,,,,"978.227,79"
-43.83818889,-16.14157222,"555,640",,,,,,"978.232,76"
-43.80013056,-16.15740556,"547,080",,,,,,"978.235,43"
-43.72318611,-16.31185,"578,190",,,,,,"978.236,26"
-43.757075,-16.18046111,"550,450",,,,,,"978.235,40"
-43.722075,-16.26518333,"544,250",,,,,,"978.241,67"
-43.73151944,-16.21907222,"584,330",,,,,,"978.231,01"
-43.69859722,-16.1006,,,,,,,"978.228,63"
-43.62369722,-16.19729722,,,,,,,"978.227,56"
-43.5349,-16.1414,,,,,,,"978.232,31"
-43.55749722,-16.05349722,,,,,,,"978.231,67"
-43.5519,-15.9983,,,,,,,"978.230,37"
-43.49759722,-16.09799722,,,,,,,"978.228,64"
-43.46249722,-16.05059722,,,,,,,"978.213,30"
-43.41919722,-16.0044,,,,,,,"978.212,33"
-45.0425,-16.18555556,,"505,7366","0,073","4.947,904",Imbituba,Nivelamento Geométrico,"978.247,38"
-45.03472222,-16.16611111,,"500,6254","0,073","4.897,896",Imbituba,Nivelamento Geométrico,"978.250,68"
-45.02972222,-16.15972222,,"500,7978","0,073","4.899,583",Imbituba,Nivelamento Geométrico,"978.250,86"
-45.04164543,-16.20707998,"458,503","472,1475","0,073","4.619,313",Imbituba,Nivelamento Geométrico,"978.252,06"
-44.99861111,-16.11527778,,"530,8587","0,072","5.193,649",Imbituba,Nivelamento Geométrico,"978.248,79"
-45.02777778,-16.23055556,,"485,1257","0,073","4.746,282",Imbituba,Nivelamento Geométrico,"978.246,55"
-44.98444444,-16.08972222,,"531,2913","0,072","5.197,875",Imbituba,Nivelamento Geométrico,"978.247,38"
-45.03333333,-16.26138889,,"474,4538","0,072","4.641,887",Imbituba,Nivelamento Geométrico,"978.249,01"
-45.03666667,-16.2875,,"487,4218","0,072","4.768,758",Imbituba,Nivelamento Geométrico,"978.248,12"
-45.03638889,-16.31194444,,"507,6294","0,072","4.966,452",Imbituba,Nivelamento Geométrico,"978.244,98"
-44.94166667,-16.0425,,"490,5232","0,072","4.799,041",Imbituba,Nivelamento Geométrico,"978.251,48"
-44.9692,-16.28689722,,,,,,,"978.226,01"
-44.89829722,-16.24579722,,,,,,,"978.231,77"
-44.84239722,-16.20429722,,,,,,,"978.237,16"
-44.77309722,-16.1626,,,,,,,"978.224,50"
-44.78194444,-16.29111111,,"622,1408",,"6.086,672",Imbituba,Nivelamento Geométrico,"978.245,11"
-44.78361111,-16.30444444,,"626,9014","0,074","6.133,246",Imbituba,Nivelamento Geométrico,"978.243,66"
-44.76789722,-16.25809722,,,,,,,"978.239,56"
-44.7516,-16.2266,,,,,,,"978.235,49"
-44.7625,-16.30472222,,"651,4456","0,074","6.373,348",Imbituba,Nivelamento Geométrico,"978.239,28"
-44.74863411,-16.30214349,"611,162","623,9449","0,074","6.104,324",Imbituba,Nivelamento Geométrico,"978.245,71"
-44.73388889,-16.29777778,,"655,7119","0,074","6.415,080",Imbituba,Nivelamento Geométrico,"978.239,88"
-44.72172222,-16.29738889,,"670,1537","0,074","6.556,355",Imbituba,Nivelamento Geométrico,"978.235,46"
-43.14123889,-16.33963056,"952,290",,,,,,"978.141,90"
-43.092625,-16.31185278,"921,320",,,,,,"978.148,48"
-43.04818056,-16.29879722,"908,210",,,,,,"978.153,76"
-42.81068056,-16.28129722,"967,350",,,,,,"978.130,51"
-43.00373611,-16.28074167,"832,050",,,,,,"978.169,88"
-43.08956944,-16.26796389,"901,640",,,,,,"978.150,93"
-42.95679167,-16.26046389,"884,090",,,,,,"978.156,62"
-42.84373611,-16.24546389,"933,710",,,,,,"978.137,04"
-42.91595833,-16.23546389,"870,680",,,,,,"978.157,91"
-43.07734722,-16.22379444,"905,610",,,,,,"978.149,17"
-42.87595833,-16.21296389,"927,170",,,,,,"978.139,53"
-43.07623611,-16.17796111,"902,960",,,,,,"978.147,49"
-43.0625,-16.1488,,,,,,,"978.159,11"
-43.05429167,-16.13212778,"878,170",,,,,,"978.157,08"
-43.0459,-16.09759722,,,,,,,"978.144,22"
-43.04151389,-16.08351667,"898,230",,,,,,"978.146,16"
-44.86111111,-16.36333333,,"635,9070","0,074","6.221,361",Imbituba,Nivelamento Geométrico,"978.227,50"
-44.84,-16.34861111,,"635,5201","0,074","6.217,572",Imbituba,Nivelamento Geométrico,"978.233,32"
-44.8314,-16.34199722,,,,,,,"978.235,45"
-44.81972222,-16.33361111,,"639,5372","0,074","6.256,864",Imbituba,Nivelamento Geométrico,"978.236,69"
-44.80138889,-16.31527778,,"602,4016",,"5.893,580",Imbituba,Nivelamento Geométrico,"978.249,47"
-44.80083333,-16.31472222,,"578,7631","0,074","5.662,334",Imbituba,Nivelamento Geométrico,"978.251,31"
-44.43805556,-16.32361111,,"738,2692","0,073","7.222,685",Imbituba,Nivelamento Geométrico,"978.204,37"
-44.43027778,-16.3475,,"749,8542","0,073","7.336,020",Imbituba,Nivelamento Geométrico,"978.201,85"
-44.42027778,-16.37166667,,"725,1107","0,073","7.093,984",Imbituba,Nivelamento Geométrico,"978.207,60"
-44.41361111,-16.39333333,,"694,7951","0,073","6.797,436",Imbituba,Nivelamento Geométrico,"978.214,53"
-44.41388889,-16.41861111,,"707,4903","0,073","6.921,633",Imbituba,Nivelamento Geométrico,"978.212,22"
-44.4,-16.44166667,,"771,0217","0,073","7.543,117",Imbituba,Nivelamento Geométrico,"978.199,79"
-44.13722222,-16.31472222,,"778,4368","0,074","7.615,604",Imbituba,Nivelamento Geométrico,"978.194,02"
-44.12388889,-16.33472222,,"849,1964","0,074","8.307,774",Imbituba,Nivelamento Geométrico,"978.179,27"
-44.1175,-16.36138889,,"897,9271","0,074","8.784,456",Imbituba,Nivelamento Geométrico,"978.169,68"
-44.10611111,-16.37333333,,"928,8254","0,074","9.086,696",Imbituba,Nivelamento Geométrico,"978.164,06"
-44.09805556,-16.38305556,,"932,1896","0,074","9.119,608",Imbituba,Nivelamento Geométrico,"978.164,26"
-44.07611111,-16.39611111,,"944,5714","0,074","9.240,728",Imbituba,Nivelamento Geométrico,"978.162,42"
-44.05527778,-16.41111111,,"911,9549","0,074","8.921,693",Imbituba,Nivelamento Geométrico,"978.170,12"
-44.02416667,-16.43027778,,"864,9548","0,073","8.461,961",Imbituba,Nivelamento Geométrico,"978.180,52"
-44.00305556,-16.44472222,,"866,5471","0,073","8.477,542",Imbituba,Nivelamento Geométrico,"978.182,51"
-44.41222222,-16.71055556,,"791,2242","0,074","7.740,844",Imbituba,Nivelamento Geométrico,"978.205,26"
-44.44833333,-16.70444444,,"807,7438","0,074","7.902,438",Imbituba,Nivelamento Geométrico,"978.201,42"
-44.38972222,-16.70055556,,"792,3354","0,074","7.751,710",Imbituba,Nivelamento Geométrico,"978.203,83"
-44.36444444,-16.68583333,,,,,,,"978.208,95"
-44.35888889,-16.68416667,,"780,9581","0,074","7.640,409",Imbituba,Nivelamento Geométrico,"978.205,63"
-44.33527778,-16.68277778,,"840,2229","0,074","8.220,142",Imbituba,Nivelamento Geométrico,"978.193,33"
-44.36361111,-16.66111111,,"785,7185","0,074","7.686,967",Imbituba,Nivelamento Geométrico,"978.203,79"
-44.36388889,-16.63694444,,"789,3448","0,074","7.722,430",Imbituba,Nivelamento Geométrico,"978.201,18"
-44.3625,-16.61444444,,"785,6558","0,074","7.686,335",Imbituba,Nivelamento Geométrico,"978.201,43"
-44.36111111,-16.58916667,,"852,7639","0,074","8.342,777",Imbituba,Nivelamento Geométrico,"978.184,95"
-44.36333333,-16.56472222,,"797,7294","0,074","7.804,421",Imbituba,Nivelamento Geométrico,"978.196,78"
-44.36343398,-16.5419621,"782,044","794,4456","0,074","7.772,290",Imbituba,Nivelamento Geométrico,"978.196,79"
-44.36333333,-16.51638889,,"788,9219","0,074","7.718,246",Imbituba,Nivelamento Geométrico,"978.197,61"
-44.37055556,-16.49638889,,"745,5974","0,074","7.294,433",Imbituba,Nivelamento Geométrico,"978.205,73"
-44.37555556,-16.48222222,,"707,6694","0,074","6.923,407",Imbituba,Nivelamento Geométrico,"978.212,69"
-44.38444444,-16.45805556,,"727,5130","0,074","7.117,514",Imbituba,Nivelamento Geométrico,"978.208,52"
-44.31055556,-16.67416667,,"917,2765","0,074","8.973,866",Imbituba,Nivelamento Geométrico,"978.174,78"
-44.29055556,-16.65638889,,"923,3644","0,074","9.033,408",Imbituba,Nivelamento Geométrico,"978.172,00"
-44.27027778,-16.65416667,,"896,0430","0,074","8.766,155",Imbituba,Nivelamento Geométrico,"978.177,38"
-44.24694444,-16.64333333,,"835,2332","0,074","8.171,316",Imbituba,Nivelamento Geométrico,"978.189,12"
-44.22388889,-16.64055556,,"791,7550","0,074","7.746,009",Imbituba,Nivelamento Geométrico,"978.197,36"
-44.20277778,-16.65305556,,"848,1300","0,074","8.297,476",Imbituba,Nivelamento Geométrico,"978.186,47"
-44.19194444,-16.66472222,,"792,7015","0,074","7.755,277",Imbituba,Nivelamento Geométrico,"978.198,02"
-44.17027778,-16.66916667,,"786,9215","0,074","7.698,738",Imbituba,Nivelamento Geométrico,"978.200,35"
-44.14694444,-16.66444444,,"799,1591","0,074","7.818,446",Imbituba,Nivelamento Geométrico,"978.198,29"
-44.12805556,-16.67972222,,"817,4472","0,074","7.997,348",Imbituba,Nivelamento Geométrico,"978.196,17"
-44.11472222,-16.70138889,,"836,9886","0,074","8.188,511",Imbituba,Nivelamento Geométrico,"978.193,09"
-44.1125,-16.70583333,,"846,7539","0,074","8.284,037",Imbituba,Nivelamento Geométrico,"978.191,57"
-44.09111111,-16.71388889,,"871,7949","0,074","8.528,991",Imbituba,Nivelamento Geométrico,"978.187,77"
-44.06361111,-16.71944444,,"874,2319","0,074","8.552,831",Imbituba,Nivelamento Geométrico,"978.188,37"
-43.98527778,-16.45833333,,"855,7730","0,073","8.372,161",Imbituba,Nivelamento Geométrico,"978.185,05"
-43.96694444,-16.50388889,,"839,3040","0,073","8.211,079",Imbituba,Nivelamento Geométrico,"978.190,00"
-45.19444444,-16.63055556,,"508,0575","0,073","4.970,719",Imbituba,Nivelamento Geométrico,"978.251,89"
-45.16805556,-16.67722222,,"476,2462","0,073","4.659,519",Imbituba,Nivelamento Geométrico,"978.257,21"
-45.18138889,-16.63194444,,"474,1678","0,073","4.639,176",Imbituba,Nivelamento Geométrico,"978.256,83"
-45.18583333,-16.60444444,,"513,9255","0,073","5.028,119",Imbituba,Nivelamento Geométrico,"978.249,79"
-45.145,-16.73361111,,"547,3847","0,074","5.355,483",Imbituba,Nivelamento Geométrico,"978.252,71"
-45.18305556,-16.58555556,,"511,0503","0,072","4.999,987",Imbituba,Nivelamento Geométrico,"978.249,52"
-45.14833333,-16.59888889,,"487,9638","0,072","4.774,135",Imbituba,Nivelamento Geométrico,"978.254,25"
-45.12527778,-16.665,,"480,8130","0,073","4.704,194",Imbituba,Nivelamento Geométrico,"978.256,82"
-45.13,-16.57333333,,"496,6492","0,072","4.859,098",Imbituba,Nivelamento Geométrico,"978.252,69"
-45.09638889,-16.66055556,,"484,2994",,"4.738,301",Imbituba,Nivelamento Geométrico,"978.257,19"
-45.09524861,-16.66364086,"498,678","512,5337",,"5.014,518",Imbituba,Nivelamento Geométrico,"978.251,82"
-45.1325,-16.51583333,,"500,9357","0,072","4.901,019",Imbituba,Nivelamento Geométrico,"978.250,19"
-45.0825,-16.65888889,,"495,0419","0,073","4.843,395",Imbituba,Nivelamento Geométrico,"978.255,31"
-45.08222222,-16.65888889,,"472,9353","0,073","4.627,124",Imbituba,Nivelamento Geométrico,"978.259,95"
-44.87920603,-16.57089446,"612,018","625,3998","0,075","6.118,638",Imbituba,Nivelamento Geométrico,"978.229,35"
-44.82166667,-16.52888889,,"689,9556","0,075","6.750,141",Imbituba,Nivelamento Geométrico,"978.221,84"
-44.80055556,-16.57527778,,"691,8024","0,075","6.768,223",Imbituba,Nivelamento Geométrico,"978.222,32"
-44.79666667,-16.54916667,,"699,4871","0,075","6.843,388",Imbituba,Nivelamento Geométrico,"978.221,77"
-44.80222222,-16.52611111,,"687,4184","0,075","6.725,320",Imbituba,Nivelamento Geométrico,"978.225,45"
-43.88416667,-16.76444444,,"671,4665","0,072","6.569,351",Imbituba,Nivelamento Geométrico,"978.229,25"
-43.88305556,-16.76138889,,"650,1747","0,072","6.361,051",Imbituba,Nivelamento Geométrico,"978.232,98"
-43.87444444,-16.73,,"648,4022","0,072","6.343,711",Imbituba,Nivelamento Geométrico,"978.232,99"
-43.86327778,-16.71575,,"624,5038","0,072","6.109,918",Imbituba,Nivelamento Geométrico,"978.237,61"
-43.86833333,-16.69972222,,"633,3088","0,072","6.196,049",Imbituba,Nivelamento Geométrico,"978.235,39"
-43.87638889,-16.68916667,,"642,4669","0,072","6.285,636",Imbituba,Nivelamento Geométrico,"978.233,00"
-43.88777778,-16.67388889,,"696,1717","0,072","6.810,999",Imbituba,Nivelamento Geométrico,"978.222,43"
-43.89916667,-16.65888889,,"667,9446","0,073","6.534,863",Imbituba,Nivelamento Geométrico,"978.227,61"
-43.89333333,-16.64055556,,"765,0750","0,073","7.485,021",Imbituba,Nivelamento Geométrico,"978.208,60"
-43.90722222,-16.62138889,,"766,8241","0,073","7.502,124",Imbituba,Nivelamento Geométrico,"978.207,20"
-43.92944444,-16.60583333,,"832,1975","0,073","8.141,606",Imbituba,Nivelamento Geométrico,"978.193,38"
-43.93916667,-16.59333333,,"832,6058","0,073","8.145,594",Imbituba,Nivelamento Geométrico,"978.193,38"
-43.93694444,-16.58722222,,"839,9067","0,073","8.217,008",Imbituba,Nivelamento Geométrico,"978.191,92"
-43.9375,-16.57944444,,"804,6922","0,073","7.872,537",Imbituba,Nivelamento Geométrico,"978.199,46"
-43.94166667,-16.5725,,"801,6902","0,073","7.843,168",Imbituba,Nivelamento Geométrico,"978.199,82"
-43.95,-16.55527778,,"883,3667","0,073","8.642,115",Imbituba,Nivelamento Geométrico,"978.183,28"
-43.95833333,-16.52888889,,"911,0577","0,073","8.912,970",Imbituba,Nivelamento Geométrico,"978.175,48"
-43.97361111,-16.47944444,,"843,3724","0,073","8.250,867",Imbituba,Nivelamento Geométrico,"978.188,70"
-44.07111111,-16.85583333,,"941,4267","0,074","9.210,181",Imbituba,Nivelamento Geométrico,"978.176,61"
-44.10166667,-16.84361111,,"924,3462","0,074","9.043,101",Imbituba,Nivelamento Geométrico,"978.178,86"
-43.9625,-16.84138889,,"951,9428","0,073","9.313,045",Imbituba,Nivelamento Geométrico,"978.174,52"
-43.94972222,-16.83694444,,"933,6670","0,073","9.134,269",Imbituba,Nivelamento Geométrico,"978.178,01"
-43.92388889,-16.82611111,,"884,2083","0,072","8.650,465",Imbituba,Nivelamento Geométrico,"978.189,05"
-43.97861111,-16.77861111,,"901,5006","0,073","8.819,596",Imbituba,Nivelamento Geométrico,"978.183,76"
-43.95916667,-16.7775,,"954,0931","0,073","9.334,042",Imbituba,Nivelamento Geométrico,"978.172,57"
-43.99777778,-16.76861111,,"894,8933","0,073","8.754,960",Imbituba,Nivelamento Geométrico,"978.184,85"
-44.01222222,-16.755,,"858,1759","0,073","8.395,784",Imbituba,Nivelamento Geométrico,"978.192,44"
-44.01916667,-16.73305556,,"906,5723","0,073","8.869,185",Imbituba,Nivelamento Geométrico,"978.180,86"
-44.03972222,-16.72472222,,"888,7196","0,074","8.694,551",Imbituba,Nivelamento Geométrico,"978.185,64"
-43.53985278,-16.96352222,"998,300",,,,,,"978.168,03"
-43.49151944,-16.95546667,"1.197,330",,,,,,"978.127,79"
-43.56985278,-16.92741111,"902,390",,,,,,"978.185,99"
-43.57568611,-16.88241111,"741,760",,,,,,"978.217,56"
-43.59124167,-16.83463056,"688,850",,,,,,"978.227,77"
-43.68402222,-16.82351944,"662,000",,,,,,"978.234,52"
-43.63235278,-16.81018611,"688,950",,,,,,"978.229,47"
-43.73263333,-16.801575,"712,740",,,,,,"978.223,66"
-43.75902222,-16.76074167,"715,350",,,,,,"978.221,86"
-43.80596667,-16.75185278,"669,320",,,,,,"978.230,01"
-43.80235556,-16.71490833,"650,550",,,,,,"978.233,32"
-43.80013333,-16.67740833,"642,290",,,,,,"978.234,71"
-43.75457778,-16.66101944,"600,840",,,,,,"978.243,92"
-43.70957778,-16.64740833,"594,950",,,,,,"978.243,11"
-43.674575,-16.61713056,"662,020",,,,,,"978.228,10"
-43.63540833,-16.58574167,"661,080",,,,,,"978.225,45"
-43.60179722,-16.549075,"616,680",,,,,,"978.233,35"
-43.99166667,-16.87722222,,"1.068,6798","0,073","10.454,925",Imbituba,Nivelamento Geométrico,"978.149,78"
-44.01138889,-16.87583333,,"982,6595","0,074","9.613,510",Imbituba,Nivelamento Geométrico,"978.166,99"
-44.16611111,-16.87388889,,"951,6812","0,074","9.310,497",Imbituba,Nivelamento Geométrico,"978.174,41"
-43.98555556,-16.8725,,"928,9182","0,073","9.087,834",Imbituba,Nivelamento Geométrico,"978.179,75"
-44.12777778,-16.86388889,,,,,,,"978.194,02"
-44.14,-16.86305556,,"908,1077","0,074","8.884,263",Imbituba,Nivelamento Geométrico,"978.183,33"
-44.15583333,-16.86222222,,"961,3230","0,074","9.404,804",Imbituba,Nivelamento Geométrico,"978.171,82"
-44.03333333,-16.86194444,,"1.007,0928","0,073","9.852,508",Imbituba,Nivelamento Geométrico,"978.161,92"
-44.0925,-16.85944444,,"881,2953","0,074","8.621,986",Imbituba,Nivelamento Geométrico,"978.188,73"
-44.77805556,-16.57972222,,"683,3818","0,075","6.685,851",Imbituba,Nivelamento Geométrico,"978.226,65"
-44.75555556,-16.57944444,,"646,5786","0,075","6.325,824",Imbituba,Nivelamento Geométrico,"978.236,87"
-44.7325,-16.59027778,,"621,6978","0,075","6.082,429",Imbituba,Nivelamento Geométrico,"978.244,40"
-44.71333333,-16.60638889,,"631,7756","0,075","6.181,021",Imbituba,Nivelamento Geométrico,"978.243,86"
-44.69777778,-16.62944444,,"641,5778","0,075","6.276,919",Imbituba,Nivelamento Geométrico,"978.242,38"
-44.68277778,-16.6325,,"702,3483","0,075","6.871,407",Imbituba,Nivelamento Geométrico,"978.229,02"
-44.66305556,-16.64972222,,"720,9669","0,075","7.053,547",Imbituba,Nivelamento Geométrico,"978.225,06"
-44.64083333,-16.65777778,,"730,1391","0,075","7.143,275",Imbituba,Nivelamento Geométrico,"978.221,04"
-44.61277778,-16.66083333,,"747,8486","0,075","7.316,516",Imbituba,Nivelamento Geométrico,"978.214,60"
-44.58694444,-16.66416667,,"755,3507","0,075","7.389,904",Imbituba,Nivelamento Geométrico,"978.211,64"
-44.5775,-16.68222222,,"696,6503","0,075","6.815,684",Imbituba,Nivelamento Geométrico,"978.225,74"
-44.5625,-16.69833333,,"767,3765","0,075","7.507,556",Imbituba,Nivelamento Geométrico,"978.211,60"
-44.54333333,-16.7,,"768,7621","0,075","7.521,111",Imbituba,Nivelamento Geométrico,"978.211,49"
-44.52888889,-16.69027778,,"768,9769","0,075","7.523,209",Imbituba,Nivelamento Geométrico,"978.210,69"
-44.51055556,-16.68916667,,"774,4574","0,075","7.576,820",Imbituba,Nivelamento Geométrico,"978.209,93"
-44.48638889,-16.68972222,,"773,2572","0,075","7.565,080",Imbituba,Nivelamento Geométrico,"978.210,31"
-44.46138889,-16.695,,"758,3540","0,074","7.419,295",Imbituba,Nivelamento Geométrico,"978.214,48"
-44.34611111,-17.09194444,,"978,6832","0,074","9.574,729",Imbituba,Nivelamento Geométrico,"978.175,84"
-44.33916667,-17.07083333,,"944,1074","0,074","9.236,505",Imbituba,Nivelamento Geométrico,"978.182,26"
-44.33194444,-17.04722222,,"836,7009","0,074","8.185,842",Imbituba,Nivelamento Geométrico,"978.203,71"
-44.31305556,-17.03444444,,"837,3135","0,074","8.191,829",Imbituba,Nivelamento Geométrico,"978.202,54"
-44.29333333,-17.01555556,,"841,7020","0,074","8.234,750",Imbituba,Nivelamento Geométrico,"978.201,07"
-44.28222222,-17.00083333,,"854,0041","0,074","8.355,085",Imbituba,Nivelamento Geométrico,"978.198,51"
-44.26916667,-16.98,,"863,3608","0,074","8.446,604",Imbituba,Nivelamento Geométrico,"978.196,49"
-44.25694444,-16.96277778,,"883,7248","0,074","8.645,797",Imbituba,Nivelamento Geométrico,"978.191,98"
-44.24388889,-16.94638889,,"916,4145","0,074","8.965,558",Imbituba,Nivelamento Geométrico,"978.184,00"
-44.23555556,-16.92833333,,"957,1056","0,074","9.363,583",Imbituba,Nivelamento Geométrico,"978.175,45"
-44.21861111,-16.91833333,,"1.009,9263","0,074","9.880,252",Imbituba,Nivelamento Geométrico,"978.162,64"
-44.1925,-16.90277778,,"920,4394","0,074","9.004,910",Imbituba,Nivelamento Geométrico,"978.180,55"
-44.18138889,-16.88861111,,"953,7672","0,074","9.330,908",Imbituba,Nivelamento Geométrico,"978.173,78"
-43.24429444,-17.0713,"883,670",,,,,,"978.189,91"
-43.31235278,-17.06602222,"1.094,520",,,,,,"978.152,69"
-43.27568611,-17.03407778,"854,730",,,,,,"978.197,28"
-43.34596389,-17.0288,"1.292,850",,,,,,"978.111,32"
-43.23290556,-17.01435556,"882,990",,,,,,"978.190,06"
-43.18290556,-17.00852222,"961,520",,,,,,"978.172,03"
-43.34846389,-16.98324444,"1.295,030",,,,,,"978.111,42"
-43.15373889,-16.97018889,"957,880",,,,,,"978.170,70"
-43.39290833,-16.95991111,"1.170,440",,,,,,"978.135,71"
-43.44124167,-16.9563,"1.255,740",,,,,,"978.117,06"
-43.13818333,-16.92713333,"935,070",,,,,,"978.171,78"
-43.10957222,-16.89102222,"911,760",,,,,,"978.173,02"
-42.95651389,-16.81963333,"890,620",,,,,,"978.168,00"
-43.00346111,-16.81935556,"831,880",,,,,,"978.183,68"
-43.09568333,-16.81074444,"934,170",,,,,,"978.170,72"
-43.04818333,-16.80574444,"1.130,650",,,,,,"978.130,43"
-43.56318611,-16.52074167,"678,830",,,,,,"978.216,79"
-43.52318611,-16.49435278,"663,610",,,,,,"978.220,11"
-43.48151944,-16.46963056,"663,820",,,,,,"978.219,32"
-43.43290833,-16.46713056,"815,020",,,,,,"978.186,95"
-43.39679444,-16.44101944,"1.072,440",,,,,,"978.133,18"
-43.26985,-16.43046389,"935,310",,,,,,"978.154,29"
-43.35568333,-16.41935278,"1.115,280",,,,,,"978.123,68"
-43.30790556,-16.419075,"1.090,120",,,,,,"978.126,08"
-43.22846111,-16.40546389,"928,160",,,,,,"978.151,86"
-43.18290556,-16.37351944,"983,420",,,,,,"978.138,52"
-45.11861111,-16.78138889,,"638,7652","0,074","6.249,453",Imbituba,Nivelamento Geométrico,"978.242,80"
-45.11277778,-16.79805556,,"649,3476","0,074","6.352,982",Imbituba,Nivelamento Geométrico,"978.243,93"
-45.09722222,-16.82194444,,"645,5513","0,074","6.315,852",Imbituba,Nivelamento Geométrico,"978.245,82"
-45.09222222,-16.84861111,,"671,7287","0,074","6.571,945",Imbituba,Nivelamento Geométrico,"978.240,32"
-45.09555556,-16.87027778,,"705,4193","0,074","6.901,532",Imbituba,Nivelamento Geométrico,"978.234,57"
-45.09972222,-16.89388889,,"710,4255","0,075","6.950,513",Imbituba,Nivelamento Geométrico,"978.235,59"
-45.09611111,-16.91555556,,"694,1118","0,075","6.790,932",Imbituba,Nivelamento Geométrico,"978.240,41"
