LONGITUDE,LATITUDE,INSTITUICAO,ALT_ORTOMETRICA,GRAV_OBS,GRAV_ARLIVRE,GRAV_BOUGUER,FONTE
-37.8951674996082,-8.39128868166912,SGB,450.37,978018.15,15.33,-21.86,SGB
-37.8680083126324,-8.39300227782089,SGB,462.47,978013.66,14.53,-23.41,SGB
-37.8565930000592,-8.41768558620645,SGB,473.15,978015.63,19.15,-19.53,SGB
-37.8304768030303,-8.42537714672739,SGB,493.36,978014.58,24.13,-16.39,SGB
-37.8033860335817,-8.42779151939888,SGB,511.24,978012.02,27.02,-14.29,SGB
-37.745934005607,-8.35073516189351,SGB,464.47,978014.85,17.43,-17.85,SGB
-37.7732309555929,-8.35028709245976,SGB,484.75,978009.34,18.19,-19,SGB
-37.8002548152409,-8.3531010026094,SGB,495.87,978004.92,17.13,-20.84,SGB
-37.8276980627441,-8.35860934613726,SGB,471.41,978008.82,13.33,-21.51,SGB
-37.8553230992716,-8.35818377802092,SGB,454.77,978011.91,11.3,-21.25,SGB
-37.8540670486889,-8.33113961210638,SGB,464.89,978007.12,10.34,-29.35,SGB
-37.8583844827524,-8.30454554332159,SGB,485.78,978003.6,13.95,-27.77,SGB
-37.8451614834151,-8.28073165639129,SGB,479.08,978004.91,13.8,-26.81,SGB
-37.8392917029682,-8.25441572122009,SGB,495.24,978001.75,16.3,-25.8,SGB
-37.8189105392768,-8.23614235336973,SGB,503.79,977999.49,17.15,-25.62,SGB
-37.8724006713254,-8.28321513736194,SGB,509.29,977999.38,17.53,-25.36,SGB
-41.5165694444444,-9.28938333333333,SGB,453.63,978006.82,-19.58,-70.96,SGB
-41.5059027777778,-9.28843333333333,SGB,476.04,978001.79,-17.67,-71.58,SGB
-41.4965194444444,-9.28518611111111,SGB,501.75,977996.26,-15.17,-71.99,SGB
-41.4885888888889,-9.28123055555556,SGB,490.75,977998.92,-15.79,-71.37,SGB
-41.4787472222222,-9.28091388888889,SGB,478.43,978001.5,-17,-71.19,SGB
-41.4693666666667,-9.28229444444444,SGB,457.55,978005.49,-19.5,-71.32,SGB
-41.4588861111111,-9.28356944444444,SGB,445.19,978008.69,-20.15,-70.57,SGB
-41.4498416666667,-9.28297222222222,SGB,441.09,978009.48,-20.61,-70.57,SGB
-41.4400916666667,-9.28283055555556,SGB,445.88,978007.96,-20.65,-71.15,SGB
-41.4306555555556,-9.28229166666667,SGB,451.07,978007.11,-19.88,-70.97,SGB
-41.4207416666667,-9.28196388888889,SGB,436.7,978011.35,-20.07,-69.53,SGB
-41.4089638888889,-9.28115555555556,SGB,425.74,978013.81,-20.97,-69.19,SGB
-41.4021666666667,-9.280675,SGB,425.75,978013.94,-20.81,-69.04,SGB
-41.3936111111111,-9.28012222222222,SGB,432.78,978012.81,-19.76,-68.78,SGB
-41.3842888888889,-9.27919722222222,SGB,425.51,978014.87,-19.91,-68.11,SGB
-41.375125,-9.27871944444444,SGB,427.24,978014.03,-20.21,-68.61,SGB
-41.3649666666667,-9.27803333333333,SGB,437.94,978011.35,-19.57,-69.18,SGB
-41.3544055555556,-9.277275,SGB,441,978010.59,-19.36,-69.31,SGB
-41.3453111111111,-9.27662777777778,SGB,430.62,978012.79,-20.34,-69.12,SGB
-41.3361388888889,-9.27595,SGB,423.58,978014.09,-21.2,-69.18,SGB
-41.3265666666667,-9.27524722222222,SGB,420.16,978015.09,-21.23,-68.83,SGB
-41.3186138888889,-9.27464722222222,SGB,426.37,978014.42,-19.97,-68.26,SGB
-41.3081222222222,-9.27434166666667,SGB,424.36,978016.23,-18.77,-66.84,SGB
-41.2985166666667,-9.27394444444444,SGB,428.24,978017.01,-16.79,-65.29,SGB
-41.2887222222222,-9.27342222222222,SGB,417.55,978019.71,-17.36,-64.66,SGB
-41.2789694444444,-9.27319166666667,SGB,424.57,978019.33,-15.58,-63.67,SGB
-41.2690888888889,-9.272675,SGB,416.77,978021.13,-16.17,-63.38,SGB
-41.2591888888889,-9.27247222222222,SGB,423.23,978020.35,-14.95,-62.89,SGB
-41.2499722222222,-9.27214722222222,SGB,430.54,978019.39,-13.65,-62.41,SGB
-41.2421388888889,-9.27166111111111,SGB,420.51,978021.61,-14.5,-62.14,SGB
-41.233275,-9.27154722222222,SGB,417.84,978021.78,-15.16,-62.49,SGB
-41.2238527777778,-9.27123333333333,SGB,418.89,978021.86,-14.74,-62.19,SGB
-41.2149611111111,-9.27071666666667,SGB,416.83,978022.53,-14.69,-61.91,SGB
-41.2070555555556,-9.26798611111111,SGB,404.21,978025.54,-15.5,-61.29,SGB
-41.1980944444444,-9.26445277777778,SGB,407.52,978024.52,-15.4,-61.56,SGB
-41.1897916666667,-9.26156666666667,SGB,415.63,978022.74,-14.59,-61.67,SGB
-41.1809861111111,-9.25834166666667,SGB,425.25,978020.68,-13.59,-61.76,SGB
-41.1719972222222,-9.25505,SGB,423.9,978020.56,-14.03,-62.05,SGB
-41.1632333333333,-9.25188333333333,SGB,421.15,978021,-14.35,-62.05,SGB
-41.1550388888889,-9.24885833333333,SGB,420.25,978021.02,-14.52,-62.13,SGB
-41.1473694444444,-9.24590833333333,SGB,420.21,978021.08,-14.39,-61.99,SGB
-41.1381555555556,-9.24268888888889,SGB,429.26,978019.34,-13.24,-61.86,SGB
-41.1276111111111,-9.23886666666667,SGB,435.04,978018.7,-11.99,-61.27,SGB
-41.1193972222222,-9.23593333333333,SGB,439.56,978018.04,-11.17,-60.96,SGB
-41.1117361111111,-9.23313333333333,SGB,433.82,978019.25,-11.65,-60.79,SGB
-41.1029694444444,-9.22996944444444,SGB,429.42,978020.11,-12.06,-60.7,SGB
-41.0948722222222,-9.22701944444444,SGB,424.23,978021.57,-12.12,-60.17,SGB
-41.0861972222222,-9.22387222222222,SGB,422.21,978022.13,-12.1,-59.92,SGB
-41.0778805555556,-9.22086944444444,SGB,418.59,978023.1,-12.16,-59.58,SGB
-41.0681888888889,-9.21734166666667,SGB,409.9,978025.2,-12.63,-59.07,SGB
-41.0601888888889,-9.21460555555556,SGB,408.47,978025.73,-12.47,-58.74,SGB
-41.0498444444444,-9.21072222222222,SGB,405.42,978026.51,-12.52,-58.44,SGB
-41.0413333333333,-9.20751666666667,SGB,407.8,978026.12,-12.09,-58.28,SGB
-41.0329722222222,-9.20439444444444,SGB,405.62,978026.62,-12.16,-58.11,SGB
-41.0242527777778,-9.20132222222222,SGB,402.1,978027.36,-12.43,-57.98,SGB
-41.0153944444444,-9.19778055555556,SGB,397.07,978028.31,-12.93,-57.91,SGB
-41.0104055555556,-9.18953333333333,SGB,402.56,978027.23,-12.08,-57.69,SGB
-41.0031027777778,-9.18196944444444,SGB,397.29,978028.01,-12.71,-57.72,SGB
-40.9958861111111,-9.17879166666667,SGB,399.64,978027.58,-12.32,-57.6,SGB
-40.9869333333333,-9.179875,SGB,395.42,978028.03,-13.21,-58.01,SGB
-40.9786194444444,-9.17649166666667,SGB,400.24,978026.93,-12.73,-58.07,SGB
-40.9729805555556,-9.16869166666667,SGB,402.58,978026.56,-12.15,-57.76,SGB
-40.9632305555556,-9.16502222222222,SGB,404.65,978025.92,-12.05,-57.89,SGB
-40.95435,-9.15678055555555,SGB,405.45,978025.76,-11.73,-57.66,SGB
-40.9466666666667,-9.15764166666667,SGB,401.24,978026.3,-12.52,-57.97,SGB
-40.937075,-9.15875,SGB,415.64,978022.99,-11.41,-58.5,SGB
-40.9282916666667,-9.15974166666667,SGB,416.04,978022.26,-12.05,-59.18,SGB
-40.9190916666667,-9.16085,SGB,418.4,978020.91,-12.69,-60.09,SGB
-40.90985,-9.16186944444445,SGB,415.88,978020.73,-13.68,-60.79,SGB
-40.9002972222222,-9.16335833333333,SGB,422.2,978018.67,-13.83,-61.66,SGB
-40.89505,-9.17083888888889,SGB,413.73,978019.61,-15.72,-62.59,SGB
-40.8902694444444,-9.18052222222222,SGB,403.17,978020.81,-18.05,-63.72,SGB
-40.8862861111111,-9.18868333333333,SGB,415.37,978018.41,-16.92,-63.97,SGB
-40.8821972222222,-9.19666111111111,SGB,413.33,978018.98,-17.2,-64.03,SGB
-40.8785527777778,-9.20423055555556,SGB,422.9,978016.62,-16.83,-64.73,SGB
-40.8729416666667,-9.21526388888889,SGB,405.05,978019.58,-19.69,-65.57,SGB
-40.8695694444444,-9.22238333333333,SGB,407.72,978018.62,-20.03,-66.22,SGB
-40.8656972222222,-9.22978055555556,SGB,419.27,978016.09,-19.21,-66.7,SGB
-40.8615666666667,-9.23802777777778,SGB,420.96,978016,-19.01,-66.69,SGB
-40.857425,-9.24633888888889,SGB,421.68,978016.03,-19,-66.77,SGB
-40.8535361111111,-9.25424722222222,SGB,424.85,978015.33,-18.95,-67.07,SGB
-40.8494472222222,-9.26254722222222,SGB,416.05,978016.7,-20.53,-67.66,SGB
-40.8438,-9.26989166666667,SGB,405.14,978018.52,-22.29,-68.19,SGB
-40.8374944444444,-9.27670833333333,SGB,407.1,978019.19,-21.21,-67.33,SGB
-40.83135,-9.28312777777778,SGB,409.83,978020.65,-19.09,-65.51,SGB
-40.8254694444444,-9.28966111111111,SGB,408.49,978023.48,-16.86,-63.14,SGB
-40.8191555555556,-9.29606111111111,SGB,406.28,978027.11,-14.1,-60.12,SGB
-40.8130333333333,-9.30247222222222,SGB,411.02,978025.39,-14.54,-61.1,SGB
-40.8068472222222,-9.30871666666667,SGB,407.62,978023.91,-17.25,-63.43,SGB
-40.8000472222222,-9.31443333333333,SGB,404.82,978028.56,-13.62,-59.48,SGB
-40.7909527777778,-9.31434444444444,SGB,395.7,978032.16,-12.83,-57.66,SGB
-40.7808444444444,-9.31405277777778,SGB,387.17,978031.99,-15.63,-59.49,SGB
-40.7719472222222,-9.313525,SGB,394.65,978029.94,-15.36,-60.06,SGB
-40.761875,-9.31313888888889,SGB,412.45,978026.77,-13.03,-59.75,SGB
-40.7531055555556,-9.31435555555556,SGB,432.43,978024.02,-9.64,-58.63,SGB
-40.7451277777778,-9.31773888888889,SGB,412.49,978028.36,-11.55,-58.28,SGB
-40.7362805555556,-9.32041666666667,SGB,404.52,978029.64,-12.81,-58.64,SGB
-40.7265472222222,-9.32333888888889,SGB,416.28,978027.85,-11.05,-58.21,SGB
-40.7184222222222,-9.32583333333333,SGB,403.2,978031.63,-11.38,-57.06,SGB
-40.7099111111111,-9.32841111111111,SGB,419.72,978028.19,-9.8,-57.35,SGB
-40.7001027777778,-9.33135277777778,SGB,410.61,978031.06,-9.82,-56.34,SGB
-40.6914361111111,-9.33393333333333,SGB,416.4,978030.56,-8.61,-55.78,SGB
-40.6836805555556,-9.3372,SGB,404.98,978033.29,-9.51,-55.38,SGB
-40.6746138888889,-9.33894722222222,SGB,402.68,978034.86,-8.69,-54.31,SGB
-40.6659472222222,-9.34155277777778,SGB,398.69,978034.8,-10.06,-55.22,SGB
-40.6568583333333,-9.34441666666667,SGB,399.33,978035.1,-9.64,-54.88,SGB
-40.6469,-9.34736944444444,SGB,403.94,978033.96,-9.44,-55.2,SGB
-40.6385138888889,-9.3498,SGB,407.39,978033.22,-9.19,-55.34,SGB
-40.6289583333333,-9.35258888888889,SGB,390.93,978036.25,-11.33,-55.61,SGB
-40.6205833333333,-9.35518055555556,SGB,400.14,978034.38,-10.43,-55.76,SGB
-40.6116694444444,-9.35773611111111,SGB,397.98,978034.11,-11.44,-56.52,SGB
-40.6028861111111,-9.36011944444444,SGB,386.3,978036.76,-12.46,-56.23,SGB
-40.5947111111111,-9.36258333333333,SGB,377.8,978039.9,-12.01,-54.81,SGB
-40.5861277777778,-9.36487222222222,SGB,379.01,978040.31,-11.3,-54.24,SGB
-40.5757111111111,-9.36800555555556,SGB,379.24,978040.72,-10.91,-53.87,SGB
-40.5675555555556,-9.36996666666667,SGB,381.43,978040.25,-10.76,-53.97,SGB
-40.5589333333333,-9.37029166666667,SGB,385.95,978039.48,-10.14,-53.87,SGB
-40.5503305555556,-9.37039166666667,SGB,385.15,8963822.98,-10.66,-54.29,SGB
-40.5420444444444,-9.37170277777778,SGB,381.2,8963681.79,-11.6,-54.79,SGB
-40.5359166666667,-9.37726111111111,SGB,378.07,8963069.98,-12.17,-55.01,SGB
-40.5301472222222,-9.38278055555556,SGB,369.65,8962462.52,-13.21,-55.09,SGB
-40.5240555555556,-9.38889722222222,SGB,370.74,8961788.76,-13.53,-55.53,SGB
-40.5160583333333,-9.39223333333333,SGB,373.6,8961423.73,-13.1,-55.42,SGB
-40.5075527777778,-9.39474722222222,SGB,372.5,8961149.51,-12.93,-55.13,SGB
-40.5005861111111,-9.40278888888889,SGB,366.42,8960263.46,-13.66,-55.17,SGB
-40.4985277777778,-9.41165277777778,SGB,367.37,8959284.1,-14.3,-55.92,SGB
-40.4968194444444,-9.41951666666667,SGB,363.59,8958415.36,-15.6,-56.79,SGB
-40.4928805555556,-9.42984166666667,SGB,364.05,8957275.38,-16.38,-57.62,SGB
-40.4904166666667,-9.43761388888889,SGB,363.53,8956416.84,-16.88,-58.07,SGB
-40.4868694444444,-9.44549444444444,SGB,365.7,8955547.06,-17.58,-59.01,SGB
-40.4793277777778,-9.45398055555555,SGB,369.84,978039.6,-17.42,-59.32,SGB
-40.4706,-9.45592777777778,SGB,373.23,978040.33,-15.71,-57.99,SGB
-40.4619583333333,-9.45785277777778,SGB,377.7,978039.11,-15.61,-58.4,SGB
-40.4528972222222,-9.45985833333333,SGB,384.83,978039.08,-13.49,-57.09,SGB
-40.4441527777778,-9.46171111111111,SGB,387.65,978040.19,-11.56,-55.48,SGB
-40.4348805555556,-9.46196388888889,SGB,379.08,978042.42,-11.98,-54.93,SGB
-40.4263305555556,-9.45963055555556,SGB,371.91,978043.54,-13.01,-55.14,SGB
-40.4174472222222,-9.45686111111111,SGB,375.8,978042.32,-12.95,-55.53,SGB
-40.4085361111111,-9.45483611111111,SGB,385.99,978041,-11.06,-54.79,SGB
-40.3996,-9.45238888888889,SGB,389.09,978041.35,-9.69,-53.77,SGB
-40.3908111111111,-9.45065277777778,SGB,394.17,978039.51,-9.91,-54.57,SGB
-40.3821333333333,-9.45252777777778,SGB,395.74,978038.56,-10.44,-55.27,SGB
-40.3733694444444,-9.45446944444445,SGB,395.39,978038.94,-10.22,-55.01,SGB
-40.3647277777778,-9.45636388888889,SGB,395.36,978038.47,-10.75,-55.53,SGB
-40.3560416666667,-9.458275,SGB,396.59,978038.67,-10.22,-55.15,SGB
-40.3474138888889,-9.46005,SGB,394.42,978039.8,-9.82,-54.5,SGB
-40.33835,-9.46219722222222,SGB,391.44,978039.93,-10.67,-55.02,SGB
-40.3295944444444,-9.46411111111111,SGB,390.47,978039.57,-11.39,-55.62,SGB
-40.3209138888889,-9.46600833333333,SGB,393.69,978038.75,-11.27,-55.87,SGB
-40.3124666666667,-9.46786388888889,SGB,386.44,978040.14,-12.16,-55.94,SGB
-40.3038944444444,-9.46975833333333,SGB,383.85,978041.06,-12.11,-55.59,SGB
-40.2943777777778,-9.47186111111111,SGB,390.66,978039.12,-12,-56.26,SGB
-40.2857805555556,-9.47375833333333,SGB,386.42,978040.04,-12.45,-56.22,SGB
-40.2771,-9.47568055555556,SGB,382.49,978039.87,-13.89,-57.22,SGB
-40.2682444444444,-9.47760555555556,SGB,376.68,978040.56,-15.05,-57.73,SGB
-40.2596666666667,-9.47949166666667,SGB,385.05,978038.42,-14.66,-58.28,SGB
-40.2510166666667,-9.48142222222222,SGB,379.75,978039.68,-15.09,-58.11,SGB
-40.2424111111111,-9.48334166666667,SGB,383.33,978039.47,-14.25,-57.68,SGB
-40.233225,-9.48539444444445,SGB,381.54,978039.16,-15.18,-58.4,SGB
-40.2240777777778,-9.48743611111111,SGB,381.68,978038.31,-16.05,-59.29,SGB
-40.2149916666667,-9.48868611111111,SGB,379.32,978037.15,-17.97,-60.94,SGB
-40.2061222222222,-9.49120555555556,SGB,378.51,978037.79,-17.65,-60.53,SGB
-40.1986,-9.49415555555556,SGB,387.79,978037.79,-14.88,-58.81,SGB
-40.190175,-9.497475,SGB,386.07,978036.15,-17.14,-60.88,SGB
-40.1819277777778,-9.50078055555556,SGB,392.42,978033.71,-17.72,-62.17,SGB
-40.1735916666667,-9.50406388888889,SGB,400.86,978030.4,-18.52,-63.93,SGB
-40.1653166666667,-9.50735,SGB,407.12,978029.5,-17.58,-63.7,SGB
-40.1561611111111,-9.510925,SGB,392.15,978033.69,-18.12,-62.55,SGB
-40.1473222222222,-9.51289722222222,SGB,406.08,978031.72,-15.85,-61.85,SGB
-40.1383944444444,-9.51415555555556,SGB,405.99,978032.85,-14.78,-60.77,SGB
-40.1285805555556,-9.51551944444445,SGB,421.76,978030.4,-12.41,-60.19,SGB
-40.1198972222222,-9.51777777777778,SGB,438.69,978027.82,-9.83,-59.52,SGB
-40.111625,-9.52133888888889,SGB,426.48,978030.75,-10.77,-59.08,SGB
-40.1032083333333,-9.52498888888889,SGB,433.09,978030.64,-8.95,-58.01,SGB
-40.0940472222222,-9.52644166666667,SGB,446.28,978028.9,-6.66,-57.21,SGB
-40.0851861111111,-9.52675,SGB,431.92,978033.12,-6.88,-55.81,SGB
-40.0762444444444,-9.52753055555556,SGB,423.23,978036.81,-5.89,-53.84,SGB
-40.0666805555556,-9.52833611111111,SGB,421.44,978038.91,-4.38,-52.12,SGB
-40.0573972222222,-9.52918611111111,SGB,432.23,978037.76,-2.22,-51.18,SGB
-40.0482972222222,-9.53000277777778,SGB,436.77,978037.85,-0.75,-50.23,SGB
-40.039,-9.53084444444444,SGB,438.46,978038.23,0.12,-49.54,SGB
-40.0295333333333,-9.53168055555556,SGB,432.9,978039.59,-0.25,-49.29,SGB
-40.0197694444444,-9.53251944444444,SGB,440.76,978038.15,0.7,-49.22,SGB
-40.010375,-9.53339444444445,SGB,454.18,978034.8,1.47,-49.98,SGB
-40.0011083333333,-9.53598888888889,SGB,473.1,978031.15,3.59,-49.99,SGB
-39.9925777777778,-9.54036111111111,SGB,462.44,978033.52,2.53,-49.85,SGB
-39.9842333333333,-9.54457222222222,SGB,447.58,978037.01,1.31,-49.38,SGB
-39.97575,-9.54758055555556,SGB,440.04,978039.53,1.42,-48.43,SGB
-39.9674416666667,-9.55054444444444,SGB,448.11,978038.13,2.43,-48.33,SGB
-39.9589638888889,-9.55363333333333,SGB,450.95,978038.56,3.63,-47.44,SGB
-39.9506416666667,-9.55665555555556,SGB,452.19,978039.22,4.6,-46.62,SGB
-39.9424861111111,-9.55966111111111,SGB,454.02,978039.4,5.24,-46.18,SGB
-39.9339805555556,-9.56275555555556,SGB,443.96,978041.95,4.6,-45.68,SGB
-39.92605,-9.56565833333333,SGB,432.17,978046.25,5.18,-43.77,SGB
-39.9180861111111,-9.56872222222222,SGB,418.69,978049.96,4.63,-42.79,SGB
-39.9095944444444,-9.57152222222222,SGB,416.84,978050.39,4.41,-42.8,SGB
-39.9013666666667,-9.57484444444444,SGB,408.47,978052.68,4.02,-42.25,SGB
-39.8930194444444,-9.57761944444444,SGB,402.27,978053.64,2.99,-42.58,SGB
-39.88515,-9.58206944444444,SGB,405.75,978052.56,2.85,-43.11,SGB
-39.8785805555556,-9.58798333333333,SGB,409.82,978051.95,3.33,-43.1,SGB
-39.87125,-9.59328611111111,SGB,421.67,978050.09,4.96,-42.8,SGB
-39.8632694444444,-9.59724444444444,SGB,412.31,978051.3,3.16,-43.54,SGB
-39.8550888888889,-9.60134166666667,SGB,429.71,978048.34,5.46,-43.22,SGB
-39.8465666666667,-9.60556944444444,SGB,426.37,978048.75,4.71,-43.59,SGB
-39.8384222222222,-9.609675,SGB,423.56,978049.3,4.27,-43.71,SGB
-39.8303222222222,-9.61371944444444,SGB,429.72,978048.36,5.11,-43.56,SGB
-39.8221777777778,-9.61772222222222,SGB,429.36,978047.86,4.38,-44.25,SGB
-39.8131777777778,-9.62245555555556,SGB,441.02,978045.09,5.06,-44.89,SGB
-39.8043805555556,-9.626575,SGB,437.46,978045.1,3.85,-45.7,SGB
-39.7962083333333,-9.63118055555556,SGB,436.7,978045.23,3.62,-45.85,SGB
-39.788475,-9.63631388888889,SGB,449.43,978040.65,2.81,-48.1,SGB
-39.7811472222222,-9.64115833333333,SGB,449.37,978039.85,1.85,-49.05,SGB
-39.7734777777778,-9.64612222222222,SGB,453.39,978037.76,0.85,-50.5,SGB
-39.7665694444444,-9.65162222222222,SGB,454.74,978036.5,-0.16,-51.67,SGB
-39.7600277777778,-9.65875277777778,SGB,465.8,978032.81,-0.65,-53.41,SGB
-39.7536027777778,-9.66487777777778,SGB,466.74,978030.55,-2.8,-55.66,SGB
-39.7471416666667,-9.671025,SGB,464.15,978029.1,-5.24,-57.81,SGB
-39.7405694444444,-9.67728055555556,SGB,458.76,978029.08,-7.1,-59.06,SGB
-39.7325972222222,-9.682125,SGB,458.9,978027.49,-8.79,-60.77,SGB
-39.7244777777778,-9.68663888888889,SGB,475.52,978023.27,-8.02,-61.88,SGB
-39.7168305555556,-9.69159444444444,SGB,476.09,978023.16,-8.1,-62.02,SGB
-39.7088611111111,-9.69667222222222,SGB,475.65,978023.7,-7.85,-61.72,SGB
-39.70135,-9.70258333333333,SGB,472.69,978024.69,-7.95,-61.49,SGB
-39.693775,-9.70721666666667,SGB,481.71,978023.59,-6.41,-60.96,SGB
-39.6871888888889,-9.71315833333333,SGB,481.27,978024.16,-6.15,-60.65,SGB
-39.6802777777778,-9.719175,SGB,495.41,978022.2,-3.92,-60.03,SGB
-39.6734472222222,-9.72525833333333,SGB,503.94,978020.74,-2.93,-60,SGB
-39.6667277777778,-9.73124166666667,SGB,507.86,978020.14,-2.51,-60.02,SGB
-39.6599083333333,-9.73738611111111,SGB,518.47,978019.6,0.04,-58.67,SGB
-39.653225,-9.74333888888889,SGB,529.26,978018.43,2.02,-57.91,SGB
-39.6464888888889,-9.74926666666667,SGB,543.38,978017.46,5.23,-56.29,SGB
-39.6388111111111,-9.75370555555556,SGB,547.37,978019.33,8.2,-53.78,SGB
-39.6306388888889,-9.75836944444444,SGB,540.36,978021.17,7.73,-53.45,SGB
-39.622775,-9.76271111111111,SGB,542.75,978021.56,8.74,-52.72,SGB
-39.6147527777778,-9.767125,SGB,532.15,978027.42,11.19,-49.07,SGB
-39.6066555555556,-9.77156388888889,SGB,528.96,978029.86,12.51,-47.38,SGB
-39.5981611111111,-9.77625833333333,SGB,513.01,978035.63,13.22,-44.88,SGB
-39.5899722222222,-9.78079166666667,SGB,505.67,978037.75,12.94,-44.33,SGB
-39.5813527777778,-9.78553055555556,SGB,500.45,978039.04,12.47,-44.2,SGB
-39.5730416666667,-9.790125,SGB,497.81,978040.18,12.66,-43.72,SGB
-39.5647416666667,-9.794725,SGB,491.52,978042.39,12.79,-42.87,SGB
-39.5568916666667,-9.79908055555556,SGB,483.32,978043.96,11.7,-43.04,SGB
-39.5489666666667,-9.80343888888889,SGB,485.74,978043.51,11.87,-43.15,SGB
-39.5406888888889,-9.80804444444444,SGB,479.96,978045.35,11.78,-42.58,SGB
-39.532225,-9.81275,SGB,473.98,978047.19,11.63,-42.05,SGB
-39.523675,-9.81748888888889,SGB,471.42,978048.69,12.19,-41.2,SGB
-39.5156805555556,-9.82195833333333,SGB,467.92,978050.35,12.64,-40.36,SGB
-39.5077194444444,-9.82634166666667,SGB,461.13,978053.25,13.31,-38.91,SGB
-39.49945,-9.83092222222222,SGB,453.92,978055.34,13.04,-38.38,SGB
-39.4913805555556,-9.83539444444444,SGB,447.03,978057.26,12.7,-37.93,SGB
-39.4835027777778,-9.83988333333333,SGB,443.7,978058.36,12.63,-37.63,SGB
-39.4741333333333,-9.84198888888889,SGB,430.21,978061.35,11.4,-37.33,SGB
-39.4666166666667,-9.847125,SGB,440.95,978058.93,12.14,-37.81,SGB
-39.4593583333333,-9.85206666666667,SGB,440.13,978059.23,12.04,-37.81,SGB
-39.4518583333333,-9.857175,SGB,451.01,978056.43,12.44,-38.65,SGB
-39.4442777777778,-9.86234444444444,SGB,451.35,978055.84,11.79,-39.33,SGB
-39.4350472222222,-9.8688,SGB,450.27,978056.41,11.83,-39.17,SGB
-39.4300111111111,-9.87628888888889,SGB,461.42,978054.32,12.96,-39.3,SGB
-39.4225361111111,-9.88138888888889,SGB,455.68,978055.41,12.12,-39.5,SGB
-39.4151472222222,-9.88667222222222,SGB,460.15,978054.56,12.49,-39.63,SGB
-39.4089888888889,-9.89314444444445,SGB,457.77,978054.32,11.31,-40.54,SGB
-39.4013916666667,-9.89786111111111,SGB,443,978056.8,9.1,-41.08,SGB
-39.3938027777778,-9.90416666666667,SGB,442.53,978057.4,9.36,-40.77,SGB
-41.1501583333333,-13.8287861111111,SGB,395.71,978179.65,-25.13,-69.4,SGB
-41.1427777777778,-13.8337583333333,SGB,384.55,978182.63,-25.8,-68.83,SGB
-41.1331638888889,-13.8334222222222,SGB,353,978189.61,-28.54,-68.04,SGB
-41.1256361111111,-13.82945,SGB,337.58,978192.99,-29.74,-67.52,SGB
-41.1185805555556,-13.8237944444444,SGB,330.4,978194.23,-30.48,-67.46,SGB
-41.1104222222222,-13.8208555555556,SGB,331.71,978193.73,-30.46,-67.57,SGB
-41.1010694444444,-13.8200888888889,SGB,326.28,978193.55,-32.29,-68.8,SGB
-41.0938194444444,-13.8156166666667,SGB,315.36,978194.33,-34.69,-69.98,SGB
-41.0857777777778,-13.8116583333333,SGB,317.45,978192.46,-35.74,-71.27,SGB
-41.0787194444444,-13.8070111111111,SGB,305.03,978192.74,-39.11,-73.24,SGB
-41.0742333333333,-13.7989611111111,SGB,301.78,978192.09,-40.42,-74.19,SGB
-41.0685,-13.7934194444444,SGB,299.48,978192.64,-40.35,-73.86,SGB
-41.0640833333333,-13.7857944444444,SGB,294.83,978192.06,-42.05,-75.04,SGB
-41.0574805555556,-13.7830722222222,SGB,298.25,978191.28,-41.66,-75.03,SGB
-41.0514555555556,-13.7750472222222,SGB,302.5,978190.17,-41.12,-74.97,SGB
-41.0443527777778,-13.7690361111111,SGB,292.06,978192.63,-41.63,-74.31,SGB
-41.03585,-13.7631583333333,SGB,292.46,978193.36,-40.54,-73.26,SGB
-41.0294944444444,-13.7560555555556,SGB,296.04,978193.12,-39.37,-72.49,SGB
-41.0241722222222,-13.7493305555556,SGB,311.41,978189.43,-38.04,-72.88,SGB
-41.0187472222222,-13.7409722222222,SGB,320.74,978187.05,-37.2,-73.09,SGB
-41.0147527777778,-13.7355472222222,SGB,323.94,978186.18,-36.85,-73.1,SGB
-41.0095944444444,-13.7298361111111,SGB,337.37,978183.08,-35.57,-73.32,SGB
-40.99985,-13.7287472222222,SGB,348.58,978180.35,-34.79,-73.8,SGB
-40.9913194444444,-13.7266055555556,SGB,372.21,978173.94,-33.82,-75.47,SGB
-40.9826944444444,-13.7252333333333,SGB,389.39,978170.66,-31.74,-75.32,SGB
-40.972925,-13.7260666666667,SGB,425.46,978162.46,-28.85,-76.45,SGB
-40.9653722222222,-13.7254166666667,SGB,396.99,978165.99,-34.07,-78.49,SGB
-40.9572333333333,-13.7228138888889,SGB,398.81,978163.29,-36.11,-80.73,SGB
-40.947075,-13.7219666666667,SGB,436.19,978154.14,-33.69,-82.5,SGB
-40.9394472222222,-13.7200388888889,SGB,436.04,978155.17,-32.62,-81.41,SGB
-40.9305638888889,-13.7167055555556,SGB,441.31,978154.77,-31.26,-80.64,SGB
-40.9248916666667,-13.7090222222222,SGB,451.13,978153.81,-28.87,-79.35,SGB
-40.9202194444444,-13.7013861111111,SGB,461.89,978155.73,-23.3,-74.99,SGB
-40.91625,-13.6929416666667,SGB,508.71,978149.08,-15.16,-72.08,SGB
-40.9131833333333,-13.6859055555556,SGB,463.24,978156.69,-21.29,-73.13,SGB
-40.9090083333333,-13.6788111111111,SGB,436.65,978161.19,-24.7,-73.56,SGB
-40.9007861111111,-13.6730361111111,SGB,444.41,978159.8,-23.46,-73.19,SGB
