LONGITUDE,LATITUDE,INSTITUICAO,ALT_ORTOMETRICA,GRAV_OBS,GRAV_ARLIVRE,GRAV_BOUGUER,FONTE
-60.170191,-13.717076,SGB,253.22,978231.02,-18.51,-46.85,SGB
-60.172164,-13.70796,SGB,233.65,978235,-20.18,-46.33,SGB
-60.176637,-13.699758,SGB,253.92,978231.86,-16.72,-45.14,SGB
-60.181645,-13.691804,SGB,277.95,978227.03,-13.79,-44.9,SGB
-60.190012,-13.6882,SGB,269.23,978228.88,-14.47,-44.6,SGB
-60.19894,-13.685191,SGB,264.63,978231.45,-13.19,-42.81,SGB
-60.207821,-13.682313,SGB,264.51,978234.24,-10.31,-39.92,SGB
-60.216264,-13.678111,SGB,252.91,978239.44,-8.52,-36.83,SGB
-60.224683,-13.672997,SGB,246.71,978243.09,-6.56,-34.17,SGB
-60.23278,-13.668226,SGB,251.2,978245.57,-2.49,-30.6,SGB
-60.240833,-13.663377,SGB,247.65,978248.76,-0.18,-27.9,SGB
-60.248888,-13.658533,SGB,250.51,978249.41,1.55,-26.48,SGB
-60.256853,-13.653803,SGB,243.15,978251.71,1.79,-25.43,SGB
-60.265867,-13.651451,SGB,236.11,978254.14,2.15,-24.28,SGB
-60.274551,-13.654509,SGB,231.45,978256.99,3.42,-22.48,SGB
-60.283816,-13.657751,SGB,226.69,978261.02,5.85,-19.53,SGB
-60.292665,-13.660843,SGB,222.02,978266.47,9.72,-15.13,SGB
-60.301369,-13.664931,SGB,215.32,978276.78,17.79,-6.31,SGB
-60.310214,-13.668097,SGB,220.2,978282.69,25.07,0.42,SGB
-60.319146,-13.671312,SGB,218.64,978288.95,30.71,6.24,SGB
-60.328094,-13.674372,SGB,216.79,978290.47,31.53,7.27,SGB
-60.337341,-13.677596,SGB,212.62,978288.5,28.13,4.33,SGB
-60.346233,-13.680642,SGB,212.42,978286.16,25.6,1.82,SGB
-60.355317,-13.683811,SGB,210.05,978285.52,24.09,0.58,SGB
-60.364348,-13.687035,SGB,203.71,978288.16,24.64,1.84,SGB
-60.373154,-13.685462,SGB,194.7,978292.29,26.06,4.27,SGB
-60.382422,-13.683721,SGB,209.27,978290.65,28.99,5.57,SGB
-60.391572,-13.682624,SGB,210.36,978291.88,30.6,7.05,SGB
-60.401637,-13.684936,SGB,210.18,978291.85,30.42,6.89,SGB
-60.410522,-13.68929,SGB,208.75,978292.14,30.07,6.71,SGB
-60.418927,-13.693462,SGB,207.34,978293.94,31.26,8.05,SGB
-60.42798,-13.69782,SGB,205.93,978294.39,31.09,8.04,SGB
-60.436183,-13.701754,SGB,204.53,978294.35,30.45,7.55,SGB
-60.444342,-13.705603,SGB,202.51,978293.84,29.15,6.48,SGB
-60.452725,-13.709572,SGB,200.73,978293.19,27.78,5.31,SGB
-60.461267,-13.713645,SGB,196.19,978295.3,28.31,6.35,SGB
-60.470105,-13.717569,SGB,189.21,978295.25,25.94,4.76,SGB
-60.478331,-13.714022,SGB,197.6,978290.54,23.97,1.85,SGB
-60.486697,-13.716905,SGB,198.43,978286.95,20.51,-1.7,SGB
-60.494896,-13.700575,SGB,196.3,978289.5,23.11,1.14,SGB
-60.503617,-13.683402,SGB,200.19,978291.77,27.32,4.91,SGB
-60.509288,-13.672765,SGB,200.36,978292.33,28.39,5.97,SGB
-60.517129,-13.676529,SGB,199.38,978291.24,26.83,4.52,SGB
-60.525593,-13.680612,SGB,197.55,978287.51,22.37,0.26,SGB
-60.53399,-13.684752,SGB,196.19,978285.19,19.45,-2.51,SGB
-60.542384,-13.68893,SGB,193.43,978281.1,14.33,-7.32,SGB
-60.550803,-13.693138,SGB,192.01,978276.49,9.1,-12.39,SGB
-60.55903,-13.697305,SGB,192.48,978274.3,6.87,-14.67,SGB
-60.567703,-13.701699,SGB,190.77,978273.1,4.96,-16.39,SGB
-60.575613,-13.706302,SGB,192.01,978271.94,3.98,-17.51,SGB
-60.584447,-13.710335,SGB,192.06,978272.58,4.46,-17.04,SGB
-60.592776,-13.714706,SGB,191.24,978273.73,5.17,-16.24,SGB
-60.600983,-13.718998,SGB,188.72,978273.66,4.13,-16.99,SGB
-60.61048,-13.718773,SGB,180.28,978272.38,0.26,-19.91,SGB
-60.617825,-13.71854,SGB,173.88,978271.72,-2.36,-21.83,SGB
-40.49695738,-7.58794767,SGB,611.74,977954.07,20.98,-48.24,SGB
-40.4897799,-7.60476149,SGB,597.67,977954.45,16.61,-51.01,SGB
-40.47793015,-7.61848014,SGB,633.12,977947.09,19.87,-51.76,SGB
-40.46044912,-7.62618796,SGB,610.31,977950.16,15.72,-53.34,SGB
-40.44312293,-7.63363146,SGB,604.71,977950.57,14.23,-54.19,SGB
-40.42558791,-7.64130946,SGB,589.29,977953.89,12.6,-54.08,SGB
-40.41102504,-7.65282365,SGB,563.86,977959.65,10.24,-53.57,SGB
-40.39729498,-7.66522103,SGB,578.14,977958,12.7,-52.72,SGB
-40.37870169,-7.67385511,SGB,527.29,977968.13,6.93,-52.74,SGB
-40.36248186,-7.68514519,SGB,550.71,977960.15,5.92,-56.41,SGB
-40.34809991,-7.69716517,SGB,544.32,977961.53,5.04,-56.56,SGB
-40.33346038,-7.7086577,SGB,514.04,977970.7,4.59,-53.59,SGB
-40.31967899,-7.72036743,SGB,529.52,977963.86,2.24,-57.68,SGB
-40.30552711,-7.73193192,SGB,524.4,977969.64,6.16,-53.19,SGB
-40.28764433,-7.74002023,SGB,519.96,977971.52,6.48,-52.37,SGB
-40.27107441,-7.74804777,SGB,528.38,977970.41,7.77,-52.03,SGB
-40.26112432,-7.76310907,SGB,504.19,977976.27,5.81,-51.26,SGB
-40.24767757,-7.7777335,SGB,517.14,977975.25,8.43,-50.1,SGB
-40.23125763,-7.78501443,SGB,529.16,977972.24,8.95,-50.94,SGB
-40.21036082,-7.78907841,SGB,574.67,977964.42,15.08,-49.95,SGB
-40.19511795,-7.79994495,SGB,538.02,977972.31,11.4,-49.49,SGB
-40.17714917,-7.8091002,SGB,499.08,977981.72,8.57,-47.92,SGB
-40.1613786,-7.82109865,SGB,480.37,977987.2,7.98,-46.39,SGB
-40.14642464,-7.83229256,SGB,506.81,977982.52,11.18,-46.18,SGB
-40.12870844,-7.84568871,SGB,473.14,977991.51,9.46,-44.1,SGB
-40.11204734,-7.85925522,SGB,511.92,977983.62,13.21,-44.73,SGB
-40.40700973,-7.68001445,SGB,585.71,977957.75,14.44,-51.84,SGB
-40.41084466,-7.69841752,SGB,591.6,977957.24,15.31,-51.63,SGB
-40.41737337,-7.71540121,SGB,554.59,977965.63,11.87,-50.89,SGB
-40.43149722,-7.72661386,SGB,502.93,977977.12,7.14,-49.78,SGB
-40.44663524,-7.7384728,SGB,540.36,977970.73,12.02,-49.14,SGB
-40.46559349,-7.73847577,SGB,529.32,977975.1,12.98,-46.92,SGB
-40.4788507,-7.75255364,SGB,537.85,977973.25,13.42,-47.45,SGB
-40.48853342,-7.76772804,SGB,541.95,977971.05,12.13,-49.2,SGB
-40.48711905,-7.78600845,SGB,567.63,977967.57,16.12,-48.11,SGB
-40.48876191,-7.80458815,SGB,554.02,977968.53,12.44,-50.26,SGB
-40.50072849,-7.81801639,SGB,552.73,977968.23,11.42,-51.13,SGB
-40.51275198,-7.83157333,SGB,555.72,977967.86,11.64,-51.25,SGB
-40.52364299,-7.84580118,SGB,554.19,977968.43,11.39,-51.32,SGB
-40.53896096,-7.8562282,SGB,553.13,977971.16,13.53,-49.06,SGB
-40.54735505,-7.87457602,SGB,539.51,977974.34,12.07,-48.99,SGB
-40.56525825,-7.88186509,SGB,563.57,977972.26,17.23,-46.55,SGB
-40.57841151,-7.89472784,SGB,550.93,977975.93,16.69,-45.65,SGB
-40.59233158,-7.90655059,SGB,539.27,977980.44,17.31,-43.72,SGB
-40.60653687,-7.91978956,SGB,514.08,977986.13,14.91,-43.28,SGB
-40.61833564,-7.93415672,SGB,486.35,977992.93,12.79,-42.26,SGB
-40.27330809,-7.77722243,SGB,508.7,977976.51,7.09,-50.48,SGB
-40.28617089,-7.79194817,SGB,497.74,977980.1,6.95,-49.38,SGB
-40.30058927,-7.80278701,SGB,485.07,977983.42,6.09,-48.81,SGB
-40.30975542,-7.81927054,SGB,504.28,977980.69,8.89,-48.18,SGB
-40.32142976,-7.83442023,SGB,504.09,977981.75,9.52,-47.53,SGB
-40.33355129,-7.85029572,SGB,486.5,977984.59,6.55,-48.52,SGB
-40.35088221,-7.85718219,SGB,475.86,977985.25,3.76,-50.11,SGB
-40.36482943,-7.869688,SGB,497.52,977980.79,5.68,-50.63,SGB
-40.36932719,-7.88754351,SGB,498.29,977980.89,5.58,-50.82,SGB
-40.3716331,-7.90586205,SGB,503.65,977982.29,8.18,-48.82,SGB
-40.38628128,-7.91813135,SGB,488.8,977985.55,6.56,-48.77,SGB
-40.39582374,-7.93336698,SGB,503.93,977985.42,10.72,-46.32,SGB
-40.40549986,-7.94930371,SGB,465.39,977995.88,8.89,-43.79,SGB
-40.41040505,-7.96698061,SGB,511.67,977993.03,19.9,-38.01,SGB
-40.41706236,-7.9841884,SGB,531.5,977992.54,25.09,-35.06,SGB
-40.41526905,-8.00254531,SGB,518.74,977997.76,25.92,-32.79,SGB
-40.41477907,-8.02141542,SGB,527.54,977997.76,28.17,-31.53,SGB
-40.41200558,-8.03959784,SGB,526.83,977997.63,27.36,-32.26,SGB
-40.41567261,-8.05778133,SGB,500.93,978003.74,25.03,-31.67,SGB
-40.5707909,-7.60725734,SGB,771.09,977922.48,38.1,-49.1,SGB
-40.58569316,-7.61801313,SGB,782.23,977920.31,39.11,-49.34,SGB
-40.5982907,-7.63222128,SGB,773.51,977922.21,37.99,-49.49,SGB
-40.61505782,-7.63867138,SGB,775.7,977922.51,38.81,-48.91,SGB
-40.62709329,-7.65318875,SGB,753.14,977928.17,37.16,-48.01,SGB
-40.63322554,-7.6700877,SGB,758.53,977927.44,37.69,-48.09,SGB
-40.6459353,-7.68432707,SGB,758.98,977928.1,38.15,-47.68,SGB
-40.65725969,-7.69802658,SGB,761.98,977928.08,38.73,-47.44,SGB
-40.67012447,-7.71085065,SGB,752.45,977933.32,40.73,-44.37,SGB
-40.6745209,-7.72920149,SGB,759.92,977933.22,42.49,-43.45,SGB
-40.67134182,-7.74715482,SGB,774.37,977931.05,44.34,-43.23,SGB
-40.66133422,-7.76224144,SGB,784.93,977929.36,45.55,-43.21,SGB
-40.67140042,-7.77799337,SGB,793.81,977927.37,45.92,-43.84,SGB
-40.67829963,-7.79488708,SGB,657.23,977956.49,32.49,-41.86,SGB
-40.6712836,-7.81155302,SGB,502.05,977987.94,15.64,-41.18,SGB
-40.67192824,-7.8295006,SGB,476.01,977995.84,15.07,-38.81,SGB
-40.68265049,-7.84487251,SGB,466.06,977996.01,11.8,-40.96,SGB
-40.69286678,-7.86177169,SGB,462.5,978001.16,15.43,-36.92,SGB
-40.71186048,-7.85775656,SGB,438.12,978004.41,11.26,-38.34,SGB
-40.62008017,-7.57635041,SGB,795.75,977924.04,48,-41.98,SGB
-40.63945413,-7.58028792,SGB,796.51,977926.18,50.29,-39.78,SGB
-40.65705032,-7.58713879,SGB,787.53,977929.68,50.85,-38.2,SGB
-40.67544703,-7.59085099,SGB,778.49,977934.94,53.23,-34.81,SGB
-40.69413681,-7.58762204,SGB,778.59,977934.73,53.13,-34.91,SGB
-40.71368481,-7.58816894,SGB,771.83,977934.72,51.02,-36.26,SGB
-40.73049226,-7.59569286,SGB,759.32,977938.49,50.75,-35.12,SGB
-40.74526145,-7.60625747,SGB,657.79,977960.59,41.28,-33.14,SGB
-40.76034532,-7.59387688,SGB,535.09,977986.45,29.56,-31,SGB
-40.78056144,-7.59485269,SGB,501.16,977994.09,26.7,-30.02,SGB
-40.79895693,-7.59196179,SGB,460.24,978001.57,21.63,-30.47,SGB
-40.81609654,-7.63101824,SGB,465.36,978000.12,20.83,-31.85,SGB
-40.81860805,-7.64879784,SGB,501.78,977993.47,25,-31.79,SGB
-40.81206395,-7.6660817,SGB,523.48,977989.91,27.72,-31.52,SGB
-40.80712465,-7.68349138,SGB,463.17,978003.83,22.62,-29.81,SGB
-40.81374211,-7.70369989,SGB,428.28,978009.24,16.78,-31.71,SGB
-40.80718464,-7.72516334,SGB,464.18,978003.64,21.74,-30.8,SGB
-40.80957185,-7.74765743,SGB,508.03,977996.68,27.77,-29.73,SGB
-40.41660184,-8.07675215,SGB,469.76,978009.23,20.42,-32.75,SGB
-40.4117376,-8.09423299,SGB,480.73,978006.16,20.3,-34.11,SGB
-40.41116623,-8.11333245,SGB,499.87,978004.7,24.27,-32.31,SGB
-40.40405328,-8.13113968,SGB,598.18,977984.66,34.12,-33.56,SGB
-40.39176433,-8.1450269,SGB,594.33,977985.58,33.5,-33.75,SGB
-40.38724581,-8.16283116,SGB,640.38,977976.84,38.51,-33.94,SGB
-40.37812109,-8.17999508,SGB,611.21,977983.57,35.81,-33.35,SGB
-40.36604141,-8.19552791,SGB,542.17,977995.5,26.04,-35.31,SGB
-40.35688266,-8.21297164,SGB,524.66,977998.24,22.94,-36.44,SGB
-40.34076244,-8.22292081,SGB,507.02,977999.62,18.62,-38.76,SGB
-40.30801556,-8.26600973,SGB,471.27,978007.27,14.13,-39.22,SGB
-40.29685001,-8.28303421,SGB,482.18,978005.19,14.98,-39.6,SGB
-40.28562135,-8.29856035,SGB,460.26,978011.05,13.68,-38.42,SGB
-40.57370603,-8.12568733,SGB,574.22,977993.83,36.03,-28.95,SGB
-40.56042043,-8.11428985,SGB,538.35,977999.68,31.1,-29.83,SGB
-40.54130952,-8.11287833,SGB,574.52,977991.7,34.32,-30.7,SGB
-40.52295898,-8.10838204,SGB,547.47,977998.41,32.79,-29.17,SGB
-40.51052488,-8.09416332,SGB,516.55,978002.14,27.34,-31.13,SGB
-40.49873327,-8.08032742,SGB,508.65,978002.41,25.52,-32.05,SGB
-40.48035134,-8.07936727,SGB,507.02,978002.16,24.78,-32.6,SGB
-40.46318876,-8.07028468,SGB,471.17,978009.18,20.97,-32.37,SGB
-40.44381163,-8.06699245,SGB,475.45,978008.6,21.8,-32.02,SGB
-40.42767986,-8.06538269,SGB,469.32,978010.01,21.35,-31.77,SGB
-40.59099446,-8.13508719,SGB,686.69,977971.73,48.4,-29.28,SGB
-40.60265196,-8.14999691,SGB,660.1,977976.36,44.45,-30.22,SGB
-40.57370603,-8.12568733,SGB,574.22,977993.69,35.89,-29.09,SGB
-40.61571783,-8.20213511,SGB,617.35,977983.51,37.08,-32.76,SGB
-40.61163722,-8.18337391,SGB,626.31,977982.49,39.3,-31.56,SGB
-40.62187604,-8.21967168,SGB,598.49,977987.1,34.41,-33.31,SGB
-40.62825321,-8.23608632,SGB,569.19,977992.68,30.52,-33.89,SGB
-40.64138084,-8.25086036,SGB,543.58,977997.3,26.87,-34.65,SGB
-40.65395216,-8.26643112,SGB,539.93,977998.57,26.61,-34.5,SGB
-40.66874915,-8.27807103,SGB,537.59,977998.73,25.75,-35.09,SGB
-40.6815962,-8.29081843,SGB,579.16,977989.12,28.63,-36.9,SGB
-40.68987198,-8.30715439,SGB,589.13,977987.35,29.52,-37.14,SGB
-40.69935007,-8.3224239,SGB,598.71,977985.55,30.28,-37.46,SGB
-40.71212244,-8.33515294,SGB,567.93,977991.64,26.55,-37.72,SGB
-40.71709002,-8.35210947,SGB,537.56,977996.24,21.34,-39.49,SGB
-40.72355877,-8.36929382,SGB,575.55,977987.77,24.14,-40.98,SGB
-40.73572581,-8.38277339,SGB,558.54,977990.8,21.58,-41.63,SGB
-40.74904918,-8.39717417,SGB,534.01,977996.12,18.96,-41.48,SGB
-40.75977057,-8.41482611,SGB,500.73,978003.04,15.14,-41.53,SGB
-40.76586537,-8.43427282,SGB,501.46,978002.62,14.44,-42.32,SGB
-40.76536021,-8.46660942,SGB,481.88,978005.71,10.64,-43.9,SGB
-40.775689,-8.48504484,SGB,490.48,978003.62,10.72,-44.8,SGB
-40.62888544,-8.15479544,SGB,634.9,977980.59,40.78,-31.05,SGB
-40.64394754,-8.14204414,SGB,654.54,977976.09,42.66,-31.39,SGB
-40.66339524,-8.14163824,SGB,584.56,977989.34,34.32,-31.82,SGB
-40.68092503,-8.13575659,SGB,567.89,977991.72,31.71,-32.55,SGB
-40.69955811,-8.14233446,SGB,590.18,977986.67,33.37,-33.41,SGB
-40.71500231,-8.13164793,SGB,533.54,977995.5,25,-35.38,SGB
-40.77535612,-8.134335,SGB,465.72,978005.81,14.31,-38.41,SGB
-40.75573,-8.13791476,SGB,500.37,978000.27,19.38,-37.26,SGB
-40.73363194,-8.14009164,SGB,505.89,978000.37,21.12,-36.13,SGB
-40.69626197,-8.12617989,SGB,588.95,977986.3,33.03,-33.61,SGB
-40.68062714,-8.11632929,SGB,526.98,977998.77,26.63,-33.01,SGB
-40.68805502,-8.10007977,SGB,492.86,978002.38,20.12,-35.67,SGB
-40.70285878,-8.08773598,SGB,484.02,978003.5,18.81,-35.97,SGB
-40.68545177,-8.07927787,SGB,479.07,978005.03,19.03,-35.2,SGB
-40.67961611,-8.06039323,SGB,637.56,977975.55,38.93,-33.2,SGB
-40.69479078,-8.04967069,SGB,742.34,977951.87,47.86,-36.09,SGB
-40.70226747,-8.0329049,SGB,574.76,977988.36,33.06,-31.98,SGB
-40.71086507,-8.01673235,SGB,514.69,978001.31,27.87,-30.38,SGB
-40.71190103,-7.99799476,SGB,499.2,978004.6,26.85,-29.65,SGB
-40.70611888,-7.98029507,SGB,484.06,978004.13,22.14,-32.65,SGB
-40.69365739,-7.96635497,SGB,462.08,978004.15,15.72,-36.59,SGB
-40.677773,-7.95446131,SGB,477.29,977999.46,16.02,-38,SGB
-40.6616341,-7.94334706,SGB,461.46,978000.83,12.78,-39.46,SGB
-40.6431585,-7.93642604,SGB,461.21,977999.26,11.31,-40.9,SGB
-40.67448847,-7.97455038,SGB,478.53,978001.68,18.13,-36.04,SGB
-40.65623753,-7.98859069,SGB,682.83,977963.18,42.32,-34.92,SGB
-40.62792438,-7.99634694,SGB,801.4,977937.68,53.22,-37.4,SGB
-40.60251684,-8.00887874,SGB,816.28,977935.91,55.73,-36.57,SGB
-40.59175397,-8.03383623,SGB,834.07,977934.44,59.13,-35.18,SGB
-40.56445877,-8.04695063,SGB,831.1,977935.08,58.53,-35.44,SGB
-40.53063991,-8.06191275,SGB,636.36,977977.08,40.06,-31.94,SGB
-40.43534814,-9.22978131,SGB,381.98,978033.86,-12.95,-56.2,SGB
-40.45106989,-9.21548258,SGB,386.1,978031.85,-13.28,-56.99,SGB
-40.4559013,-9.19677896,SGB,408.53,978026.32,-11.35,-57.6,SGB
-40.45357,-9.17811802,SGB,417.69,978023.54,-10.78,-58.07,SGB
-40.44501568,-9.16192573,SGB,428.75,978019.82,-10.63,-59.16,SGB
-40.43998183,-9.14417815,SGB,419.06,978020.45,-12.48,-59.92,SGB
-40.43912254,-9.12463854,SGB,401.65,978024.81,-12.95,-58.42,SGB
-40.44558379,-9.10731301,SGB,401.12,978024.85,-12.58,-57.99,SGB
-40.44390582,-9.08737898,SGB,391.14,978025.62,-14.32,-58.61,SGB
-40.43752019,-9.07017214,SGB,389.75,978026.15,-13.74,-57.87,SGB
-40.43398275,-9.05170696,SGB,393.54,978026.77,-11.44,-55.99,SGB
-40.43209963,-9.03314799,SGB,371.08,978027.91,-16.7,-58.72,SGB
-40.42764459,-9.01510037,SGB,379.94,978025.38,-16,-59.02,SGB
-40.4234505,-8.99685063,SGB,378.91,978024.83,-16.36,-59.26,SGB
-40.41857504,-8.97915784,SGB,370.29,978024.12,-19.23,-61.16,SGB
-40.42451145,-8.96173706,SGB,384.1,978020.77,-17.84,-61.33,SGB
-40.42265487,-8.94409112,SGB,375.43,978021.48,-19.32,-61.83,SGB
-40.42105616,-8.92588138,SGB,383.54,978019.91,-17.88,-61.31,SGB
-40.42164599,-8.90708326,SGB,422.58,978013.78,-11.44,-59.29,SGB
-40.42692544,-8.88873979,SGB,397.47,978018.67,-13.79,-58.8,SGB
-40.44240856,-8.87794962,SGB,414.54,978014.29,-12.62,-59.55,SGB
-40.45600262,-8.86527294,SGB,405.54,978015.41,-13.92,-59.84,SGB
-40.45354711,-8.84660366,SGB,428.85,978009.78,-11.85,-60.4,SGB
-40.44664663,-8.82883687,SGB,430.07,978009.78,-10.99,-59.67,SGB
-40.43713721,-8.81302822,SGB,449.9,978006.28,-7.93,-58.86,SGB
-40.43458136,-8.79422963,SGB,450.77,978005.39,-8.04,-59.07,SGB
-40.28602797,-8.71548719,SGB,435.78,978014.42,-1.5,-50.83,SGB
-40.29586591,-8.73098689,SGB,452.29,978010.53,-0.72,-51.92,SGB
-40.30708699,-8.74522533,SGB,450.12,978009.45,-2.85,-53.8,SGB
-40.31910519,-8.76252383,SGB,437.01,978012.22,-4.59,-54.06,SGB
-40.33002459,-8.77817742,SGB,438.85,978012.54,-4.14,-53.82,SGB
-40.34207182,-8.79245014,SGB,422.36,978015.56,-6.59,-54.4,SGB
-40.35348439,-8.80585448,SGB,418.63,978016.6,-7.07,-54.46,SGB
-40.36513268,-8.81938896,SGB,410.7,978017.62,-8.86,-55.36,SGB
-40.3769774,-8.83333939,SGB,409.25,978017.64,-9.67,-56.01,SGB
-40.3891857,-8.84770181,SGB,439.64,978012.13,-6.19,-55.96,SGB
-40.40663059,-8.85534295,SGB,429.75,978012.82,-8.77,-57.42,SGB
-40.41938144,-8.8683655,SGB,420.71,978013.44,-11.3,-58.93,SGB
-40.27553302,-8.69985354,SGB,437.97,978014.31,-0.52,-50.1,SGB
-40.26508952,-8.68453085,SGB,421.74,978017.22,-2.2,-49.95,SGB
-40.2554136,-8.66860242,SGB,440.56,978013.93,0.74,-49.13,SGB
-40.42794758,-8.77597652,SGB,443.23,978005.96,-9.3,-59.48,SGB
-40.43964354,-8.76117183,SGB,454.53,978005.38,-5.99,-57.44,SGB
-40.44702291,-8.7443328,SGB,459.28,978003.57,-5.88,-57.87,SGB
-40.45668642,-8.72848951,SGB,482.81,977998.4,-3.36,-58.01,SGB
-40.46068282,-8.71019296,SGB,481.36,977998.58,-3.13,-57.62,SGB
-40.46593556,-8.69307403,SGB,497.39,977995.22,-1.09,-57.38,SGB
-40.4564282,-8.67743602,SGB,482.6,977998.59,-1.86,-56.48,SGB
-40.45964642,-8.65940957,SGB,486.94,977997.63,-1,-56.11,SGB
-40.44538562,-8.64708537,SGB,492.48,977997.26,0.68,-55.06,SGB
-40.44748074,-8.62685344,SGB,487.67,977998.11,0.59,-54.61,SGB
-40.46129752,-8.61410076,SGB,507.34,977992.94,1.83,-55.59,SGB
-40.46249354,-8.59346847,SGB,501.39,977993.57,1.16,-55.58,SGB
-40.45190056,-8.57838399,SGB,504.33,977993.46,2.36,-54.72,SGB
-40.4642409,-8.56426386,SGB,488.2,977995.96,0.26,-54.99,SGB
-40.48024034,-8.55149866,SGB,466.43,977999.98,-2.1,-54.9,SGB
-40.62675006,-9.15392603,SGB,424.34,978024.25,-7.33,-55.37,SGB
-40.60826644,-9.1507326,SGB,409.43,978025.61,-10.48,-56.83,SGB
-40.59294236,-9.13938773,SGB,426.03,978021.44,-9.21,-57.44,SGB
-40.58999246,-9.12122722,SGB,408.92,978023.69,-11.73,-58.02,SGB
-40.57379671,-9.11256128,SGB,406.97,978023.01,-12.76,-58.83,SGB
-40.56972942,-9.09412476,SGB,401.88,978022.45,-14.37,-59.87,SGB
-40.56553676,-9.07601982,SGB,397.12,978022.32,-15.46,-60.42,SGB
-40.56435981,-9.05708752,SGB,390.56,978021.91,-17.36,-61.58,SGB
-40.57686685,-9.04072224,SGB,414.38,978016.57,-14.89,-61.81,SGB
-40.5555034,-9.03616574,SGB,399.5,978019.56,-16.37,-61.6,SGB
-40.54384982,-9.02109939,SGB,396.12,978018.88,-17.67,-62.52,SGB
-40.55037381,-9.00443642,SGB,397.56,978018.98,-16.66,-61.67,SGB
-40.5646952,-8.99276521,SGB,391.37,978019.28,-17.95,-62.26,SGB
-40.58321211,-8.98867803,SGB,395.67,978016.87,-18.92,-63.71,SGB
-40.58559453,-8.97007398,SGB,398.55,978015.5,-18.88,-64.01,SGB
-40.57666026,-8.95377837,SGB,397.07,978015.59,-18.8,-63.76,SGB
-40.57653322,-8.9345676,SGB,388.41,978016.59,-19.94,-63.92,SGB
-40.5833262,-8.91749673,SGB,395.94,978012.94,-20.8,-65.63,SGB
-40.58788019,-8.89878602,SGB,397.97,978012.54,-20.05,-65.11,SGB
-40.59792747,-8.88215544,SGB,383.63,978015.39,-21.17,-64.6,SGB
-40.60561774,-8.86490979,SGB,391.38,978014.01,-19.68,-64,SGB
-40.60587589,-8.84667507,SGB,392.79,978013.75,-19.01,-63.48,SGB
-40.59338911,-8.83255364,SGB,419.59,978007.92,-16.18,-63.68,SGB
-40.59482172,-8.81448595,SGB,404.97,978011.32,-16.8,-62.65,SGB
-40.59984401,-8.79619163,SGB,414.04,978009.98,-14.84,-61.72,SGB
-40.60446403,-8.7783468,SGB,409.16,978011.08,-14.76,-61.08,SGB
-40.60522718,-8.75922656,SGB,421.32,978009.18,-12.39,-60.09,SGB
-40.60356426,-8.74114609,SGB,423.48,978009.11,-11.31,-59.25,SGB
-40.59948367,-8.72351091,SGB,415.71,978009.87,-12.46,-59.53,SGB
-40.58643986,-8.71018349,SGB,418.76,978008.99,-12.04,-59.45,SGB
-40.57656491,-8.69392684,SGB,413.31,978009.92,-12.36,-59.15,SGB
-40.56930684,-8.67685745,SGB,425.14,978006.88,-11.29,-59.42,SGB
-40.56814233,-8.65781419,SGB,434.3,978005.5,-9.32,-58.49,SGB
-40.5790989,-8.64317812,SGB,437.07,978003.99,-9.59,-59.07,SGB
-40.58731183,-8.62613052,SGB,432.04,978005.55,-9.13,-58.04,SGB
-40.5934056,-8.60871002,SGB,446.04,978003.7,-6.19,-56.68,SGB
-40.5929405,-8.59009233,SGB,459.31,978001.81,-3.49,-55.48,SGB
-40.60855894,-8.5798877,SGB,447.08,978004.75,-4.05,-54.66,SGB
-40.61759801,-8.56442499,SGB,453.61,978003.87,-2.51,-53.85,SGB
-40.62608319,-8.54804858,SGB,452.93,978004.75,-1.4,-52.67,SGB
-40.63469417,-8.53259423,SGB,454.02,978005.56,0.15,-51.24,SGB
-40.63655925,-8.5144238,SGB,465.31,978003.19,1.75,-50.92,SGB
-40.6535322,-8.50612122,SGB,462.99,978005.29,3.35,-49.06,SGB
-40.6696837,-8.49514903,SGB,469.59,978005.48,5.87,-47.29,SGB
-40.68298347,-8.47783991,SGB,485.67,978002.33,8.14,-46.84,SGB
-40.69542039,-8.46298675,SGB,482.52,978001.64,6.87,-47.75,SGB
-40.69735746,-8.4447973,SGB,486.76,978003.57,10.58,-44.52,SGB
-40.6878397,-8.42933186,SGB,499.26,978001.19,12.46,-44.05,SGB
-40.68736729,-8.41117727,SGB,514.7,977998.55,15.06,-43.2,SGB
-40.68930214,-8.39321232,SGB,520.81,977997.63,16.49,-42.46,SGB
-40.67692754,-8.37908907,SGB,536.35,977994.09,18.11,-42.59,SGB
-40.65134575,-9.13977861,SGB,454.82,978016.42,-5.35,-56.84,SGB
-40.66532833,-9.12748748,SGB,449.74,978016.61,-6.38,-57.29,SGB
-40.67445573,-9.11118139,SGB,450.89,978014.41,-7.77,-58.81,SGB
-40.69045079,-9.10153904,SGB,440.4,978016.31,-8.83,-58.69,SGB
-40.70877216,-9.10567471,SGB,450.92,978012.5,-9.51,-60.56,SGB
-40.72740672,-9.10748944,SGB,462.12,978010.34,-8.27,-60.58,SGB
-40.73961979,-8.97497983,SGB,422.35,978009.65,-17.52,-65.34,SGB
-40.75358932,-8.98897831,SGB,409.55,978012.69,-18.82,-65.19,SGB
-40.76910286,-8.99890201,SGB,415.84,978011.66,-18.19,-65.27,SGB
